0.990000000,1.100000000,34
2.420000000,0.190000000,34
2.860000000,0.120000000,56
5.080000000,0.460000000,93
5.700000000,0.160000000,40
5.910000000,0.300000000,39
5.910000000,0.300000000,41
6.530000000,0.180000000,44
8.190000000,0.120000000,42
8.360000000,0.090000000,66
9.190000000,0.150000000,42
9.890000000,0.130000000,61
10.070000000,0.270000000,61
10.070000000,0.270000000,80
10.390000000,0.130000000,62
10.910000000,0.310000000,34
11.340000000,0.170000000,34
11.640000000,0.190000000,36
11.640000000,0.190000000,48
11.880000000,0.050000000,47
11.980000000,0.080000000,36
11.980000000,0.180000000,43
12.430000000,0.180000000,46
12.840000000,0.110000000,38
12.840000000,0.110000000,59
13.000000000,0.090000000,38
12.840000000,0.250000000,54
13.390000000,0.060000000,56
13.390000000,0.060000000,63
13.500000000,0.770000000,43
14.320000000,0.110000000,53
14.480000000,0.140000000,65
14.670000000,0.120000000,42
14.480000000,0.310000000,54
14.480000000,0.310000000,61
14.840000000,0.110000000,52
15.000000000,0.120000000,52
15.000000000,0.120000000,54
15.170000000,0.140000000,38
15.360000000,0.040000000,61
15.360000000,0.040000000,68
15.450000000,0.760000000,35
15.780000000,0.430000000,71
15.780000000,0.430000000,78
16.260000000,0.170000000,46
16.480000000,0.220000000,45
16.480000000,0.400000000,34
16.750000000,0.130000000,67
16.930000000,0.170000000,54
16.750000000,0.440000000,60
17.320000000,0.050000000,44
17.420000000,0.240000000,43
18.220000000,0.100000000,53
18.370000000,0.260000000,42
18.680000000,0.120000000,31
18.680000000,0.120000000,36
18.680000000,0.170000000,67
18.900000000,0.130000000,60
18.900000000,0.220000000,38
19.170000000,0.120000000,68
19.440000000,0.140000000,36
19.630000000,0.140000000,30
19.440000000,0.380000000,47
20.050000000,0.080000000,49
20.410000000,0.230000000,39
20.410000000,0.230000000,46
20.410000000,0.230000000,50
20.810000000,0.290000000,35
20.810000000,0.290000000,47
20.810000000,0.290000000,60
21.630000000,0.110000000,49
21.630000000,0.160000000,55
21.970000000,0.110000000,43
22.310000000,0.240000000,42
22.310000000,0.240000000,52
22.310000000,0.240000000,53
22.730000000,0.330000000,33
22.730000000,0.330000000,42
22.730000000,0.330000000,49
22.730000000,0.330000000,50
22.730000000,0.330000000,58
23.110000000,0.100000000,47
23.260000000,0.270000000,42
23.260000000,0.270000000,43
23.260000000,0.270000000,46
23.580000000,0.140000000,31
23.580000000,0.140000000,35
23.580000000,0.140000000,62
23.580000000,0.140000000,78
23.770000000,0.180000000,47
23.770000000,0.180000000,49
24.000000000,0.100000000,51
24.150000000,0.060000000,46
24.150000000,0.060000000,51
24.260000000,0.270000000,36
24.260000000,0.460000000,55
24.770000000,0.260000000,60
25.080000000,0.070000000,44
25.200000000,0.210000000,37
25.200000000,0.210000000,55
25.460000000,0.560000000,55
25.460000000,0.560000000,56
26.070000000,0.090000000,43
26.210000000,0.110000000,55
26.210000000,0.290000000,42
26.210000000,0.290000000,58
26.370000000,0.130000000,67
26.550000000,0.140000000,40
26.830000000,0.200000000,38
26.830000000,0.200000000,41
27.080000000,0.060000000,37
27.080000000,0.060000000,68
27.190000000,0.290000000,35
27.530000000,0.100000000,59
27.530000000,0.100000000,63
27.680000000,0.320000000,35
27.680000000,0.320000000,59
27.680000000,0.320000000,60
28.200000000,0.180000000,37
28.200000000,0.180000000,58
28.510000000,0.120000000,54
28.510000000,0.120000000,57
28.680000000,0.270000000,59
28.680000000,0.330000000,37
29.060000000,0.050000000,56
29.160000000,0.160000000,46
29.370000000,0.070000000,39
29.490000000,0.100000000,43
29.490000000,0.100000000,55
30.170000000,0.240000000,36
30.170000000,0.240000000,41
30.170000000,0.240000000,43
30.170000000,0.240000000,50
30.170000000,0.240000000,54
31.110000000,0.080000000,36
31.350000000,0.140000000,43
31.600000000,0.590000000,62
31.600000000,0.590000000,63
31.600000000,0.590000000,64
31.600000000,0.590000000,65
32.360000000,0.360000000,28
32.360000000,0.360000000,62
32.770000000,1.010000000,34
32.770000000,1.010000000,64
32.770000000,1.010000000,65
32.770000000,1.010000000,74
32.770000000,1.010000000,75
32.770000000,1.010000000,76
32.770000000,1.010000000,81
32.770000000,1.010000000,86
33.830000000,0.450000000,36
33.830000000,0.450000000,42
34.330000000,0.120000000,56
34.500000000,0.310000000,38
34.500000000,0.310000000,45
34.500000000,0.310000000,47
35.060000000,0.270000000,35
35.730000000,0.070000000,42
36.050000000,0.230000000,39
36.050000000,0.230000000,46
